r,t,y,SalvageValue
KENYA,PWRHYD016,2047,29.8923
KENYA,PWRHYD016,2048,32.7709
KENYA,PWRHYD016,2049,36.0062
KENYA,PWRHYD016,2050,39.5998
KENYA,PWRNGS002,2034,2.6098
KENYA,PWRNGS002,2035,49.8378
KENYA,PWRNGS002,2038,75.4083
KENYA,PWRNGS002,2043,76.4374
KENYA,PWRNGS002,2044,14.8751
KENYA,PWRNGS003,2041,9.0729
KENYA,PWRNGS003,2043,37.4926
KENYA,PWRNGS003,2045,31.5375
KENYA,PWRNGS004,2032,6.3487
KENYA,PWRNGS004,2047,55.4831
KENYA,PWRNGS004,2050,19.8151
KENYA,PWRNGS006,2034,8.4808
KENYA,PWRNGS006,2043,14.9374
KENYA,PWRNGS006,2044,15.3428
KENYA,PWRNGS010,2033,19.2092
KENYA,PWRNGS011,2034,4.6814
KENYA,PWRNGS011,2041,24.3654
KENYA,PWRPHS001,2034,97.4521
KENYA,PWRPHS001,2035,140.9751
KENYA,PWRPHS001,2036,49.7848
KENYA,PWRPHS001,2041,2.3952
KENYA,PWRPHS002,2035,22.3713
KENYA,PWRPHS002,2037,22.5886
KENYA,PWRPHS002,2038,62.5419
KENYA,PWRPHS002,2041,6.0774
KENYA,PWRSOL003,2038,11.5836
KENYA,PWRSOL004,2038,15.1359
KENYA,PWRSOL005,2038,15.76
KENYA,PWRSOL013,2038,0.4231
KENYA,PWRSOL013,2042,4.6176
KENYA,PWRSOL014,2042,22.3802
KENYA,PWRTRN,2019,109.8955
KENYA,PWRTRN,2020,10.2136
KENYA,PWRTRN,2021,26.844
KENYA,PWRTRN,2022,20.8134
KENYA,PWRTRN,2023,18.5647
KENYA,PWRTRN,2024,22.9922
KENYA,PWRTRN,2025,25.827
KENYA,PWRTRN,2026,23.0051
KENYA,PWRTRN,2027,43.887
KENYA,PWRTRN,2028,48.4815
KENYA,PWRTRN,2029,55.2429
KENYA,PWRTRN,2030,54.4719
KENYA,PWRTRN,2031,52.4095
KENYA,PWRTRN,2032,61.0136
KENYA,PWRTRN,2033,59.6601
KENYA,PWRTRN,2034,65.5951
KENYA,PWRTRN,2035,68.3823
KENYA,PWRTRN,2036,70.5047
KENYA,PWRTRN,2037,85.0201
KENYA,PWRTRN,2038,88.9157
KENYA,PWRTRN,2039,94.3554
KENYA,PWRTRN,2040,100.3722
KENYA,PWRTRN,2041,106.0768
KENYA,PWRTRN,2042,110.0949
KENYA,PWRTRN,2043,117.7167
KENYA,PWRTRN,2044,124.2879
KENYA,PWRTRN,2045,131.6833
KENYA,PWRTRN,2046,139.2399
KENYA,PWRTRN,2047,146.9269
KENYA,PWRTRN,2048,155.6068
KENYA,PWRTRN,2049,164.4604
KENYA,PWRTRN,2050,173.443
KENYA,PWRWND012,2042,60.5533
KENYA,PWRWND012,2043,0.3862
KENYA,PWRWND018,2048,153.2263
KENYA,PWRWND026,2032,6.6821
KENYA,PWRWND101,2032,6.6991
KENYA,PWRWND101,2033,15.7153
KENYA,PWRWND101,2034,27.6665
KENYA,PWRWND101,2035,43.3206
KENYA,PWRWND101,2036,63.6305
KENYA,PWRWND101,2037,89.7781
KENYA,PWRWND101,2038,123.2249
KENYA,PWRWND101,2039,165.7803
KENYA,PWRWND101,2040,219.6759
KENYA,PWRWND101,2041,288.6309
KENYA,PWRWND101,2042,375.6576
KENYA,PWRWND101,2043,485.1649
KENYA,PWRWND101,2044,622.6012
KENYA,PWRWND101,2045,794.6954
KENYA,PWRWND101,2046,1009.7536
KENYA,PWRWND101,2047,1274.0703
KENYA,PWRWND101,2048,1373.0966
KENYA,PWRWND101,2049,962.0952
KENYA,PWRWND101,2050,1274.0088
