r,t,y,SalvageValue
KENYA,PWRGEO025,2040,22.1869
KENYA,PWRGEO025,2041,258.6154
KENYA,PWRGEO026,2040,271.9247
KENYA,PWRGEO028,2028,21.4106
KENYA,PWRGEO029,2038,249.9346
KENYA,PWRGEO030,2039,261.3981
KENYA,PWRGEO031,2040,271.9247
KENYA,PWRGEO034,2041,103.0276
KENYA,PWRGEO035,2031,49.5509
KENYA,PWRGEO042,2039,91.2119
KENYA,PWRGEO049,2050,44.7513
KENYA,PWRGEO050,2050,44.7513
KENYA,PWRGEO051,2050,44.7513
KENYA,PWRGEO102,2027,37.4652
KENYA,PWRGEO102,2028,19.3837
KENYA,PWRGEO102,2029,0.1479
KENYA,PWRGEO102,2030,71.2679
KENYA,PWRGEO102,2031,42.9134
KENYA,PWRGEO102,2032,74.2666
KENYA,PWRGEO102,2033,83.3542
KENYA,PWRGEO102,2034,91.6992
KENYA,PWRGEO102,2035,132.4828
KENYA,PWRGEO102,2036,141.865
KENYA,PWRGEO102,2037,188.1006
KENYA,PWRGEO102,2038,158.3918
KENYA,PWRGEO102,2039,248.4849
KENYA,PWRGEO102,2041,535.3606
KENYA,PWRGEO102,2042,368.1575
KENYA,PWRGEO102,2043,378.4884
KENYA,PWRGEO102,2044,436.472
KENYA,PWRGEO102,2045,495.858
KENYA,PWRGEO102,2046,556.443
KENYA,PWRGEO102,2047,618.0472
KENYA,PWRGEO102,2048,680.5122
KENYA,PWRGEO102,2049,796.8203
KENYA,PWRGEO102,2050,861.3172
KENYA,PWRHYD010,2041,-0.0
KENYA,PWRHYD010,2042,0.0
KENYA,PWRHYD011,2024,0.0
KENYA,PWRHYD011,2036,-0.0
KENYA,PWRHYD011,2037,0.0
KENYA,PWRHYD011,2038,-0.0
KENYA,PWRHYD011,2039,-0.0
KENYA,PWRHYD011,2040,0.0
KENYA,PWRHYD011,2041,-0.0
KENYA,PWRHYD011,2042,0.0
KENYA,PWRHYD011,2044,0.0
KENYA,PWRHYD015,2044,-0.0
KENYA,PWRHYD015,2047,0.0
KENYA,PWRHYD016,2023,16.8484
KENYA,PWRHYD016,2024,6.0346
KENYA,PWRHYD016,2025,0.7533
KENYA,PWRHYD016,2026,64.488
KENYA,PWRHYD016,2027,29.5052
KENYA,PWRHYD016,2028,8.5484
KENYA,PWRHYD016,2029,20.9174
KENYA,PWRHYD016,2030,105.7792
KENYA,PWRHYD016,2031,82.8507
KENYA,PWRHYD016,2032,54.6353
KENYA,PWRHYD016,2033,98.245
KENYA,PWRHYD016,2034,77.715
KENYA,PWRHYD016,2035,99.4636
KENYA,PWRHYD016,2036,88.6022
KENYA,PWRHYD016,2037,11.5583
KENYA,PWRHYD016,2038,12.6467
KENYA,PWRHYD016,2039,13.7432
KENYA,PWRHYD016,2040,15.5065
KENYA,PWRHYD016,2041,16.9529
KENYA,PWRHYD016,2042,18.7428
KENYA,PWRHYD016,2043,20.544
KENYA,PWRHYD016,2044,22.3549
KENYA,PWRHYD016,2045,24.8549
KENYA,PWRHYD016,2046,27.368
KENYA,PWRHYD016,2047,29.8923
KENYA,PWRHYD016,2048,32.7709
KENYA,PWRHYD016,2049,36.0062
KENYA,PWRHYD016,2050,39.5998
KENYA,PWRHYD101,2019,-0.0
KENYA,PWRNGS001,2035,0.0
KENYA,PWRNGS001,2036,-0.0
KENYA,PWRNGS001,2037,0.0
KENYA,PWRNGS001,2038,0.0001
KENYA,PWRNGS001,2039,-0.0
KENYA,PWRNGS001,2040,-0.0001
KENYA,PWRNGS001,2041,0.0
KENYA,PWRNGS001,2042,0.0
KENYA,PWRNGS001,2043,-0.0
KENYA,PWRNGS001,2044,-0.0
KENYA,PWRNGS001,2045,0.0
KENYA,PWRNGS001,2046,-0.0001
KENYA,PWRNGS001,2047,-0.0
KENYA,PWRNGS001,2048,0.0001
KENYA,PWRNGS001,2049,-0.0001
KENYA,PWRNGS001,2050,0.0
KENYA,PWRNGS002,2032,-0.0
KENYA,PWRNGS002,2033,-0.0
KENYA,PWRNGS002,2036,0.0
KENYA,PWRNGS002,2037,-0.0
KENYA,PWRNGS002,2038,0.0004
KENYA,PWRNGS002,2039,-0.0001
KENYA,PWRNGS002,2040,-0.0
KENYA,PWRNGS002,2041,-0.0
KENYA,PWRNGS002,2043,-0.0
KENYA,PWRNGS002,2044,-0.0002
KENYA,PWRNGS002,2045,-0.0
KENYA,PWRNGS002,2046,-0.0
KENYA,PWRNGS002,2047,0.0003
KENYA,PWRNGS002,2048,-0.0002
KENYA,PWRNGS002,2049,0.0012
KENYA,PWRNGS002,2050,-0.0002
KENYA,PWRNGS003,2035,-0.0
KENYA,PWRNGS003,2036,0.0
KENYA,PWRNGS003,2037,-0.0
KENYA,PWRNGS003,2038,0.0
KENYA,PWRNGS003,2039,-0.0
KENYA,PWRNGS003,2040,-0.0
KENYA,PWRNGS003,2041,0.0
KENYA,PWRNGS003,2043,-0.0001
KENYA,PWRNGS003,2044,-0.0
KENYA,PWRNGS003,2045,0.0
KENYA,PWRNGS003,2046,0.0002
KENYA,PWRNGS003,2047,0.0
KENYA,PWRNGS003,2048,-0.0
KENYA,PWRNGS003,2049,-0.0001
KENYA,PWRNGS003,2050,0.0007
KENYA,PWRNGS004,2033,1.0277
KENYA,PWRNGS004,2047,41.0789
KENYA,PWRNGS004,2048,23.6146
KENYA,PWRNGS004,2050,47.7552
KENYA,PWRNGS006,2035,0.0001
KENYA,PWRNGS006,2036,7.7366
KENYA,PWRNGS006,2037,24.6311
KENYA,PWRNGS006,2038,0.0001
KENYA,PWRNGS006,2050,-0.0001
KENYA,PWRNGS007,2038,0.0001
KENYA,PWRNGS007,2039,-0.0
KENYA,PWRNGS007,2040,-0.0001
KENYA,PWRNGS007,2041,0.0
KENYA,PWRNGS007,2042,0.0
KENYA,PWRNGS007,2043,0.0
KENYA,PWRNGS007,2044,-0.0
KENYA,PWRNGS007,2045,-0.0
KENYA,PWRNGS007,2046,-0.0
KENYA,PWRNGS007,2047,0.0
KENYA,PWRNGS007,2048,0.0
KENYA,PWRNGS007,2049,-0.0
KENYA,PWRNGS007,2050,0.0
KENYA,PWRNGS008,2038,0.0001
KENYA,PWRNGS008,2039,0.0
KENYA,PWRNGS008,2040,-0.0001
KENYA,PWRNGS008,2041,0.0
KENYA,PWRNGS008,2042,0.0
KENYA,PWRNGS008,2043,0.0001
KENYA,PWRNGS008,2044,0.0
KENYA,PWRNGS008,2045,-0.0001
KENYA,PWRNGS008,2046,0.0
KENYA,PWRNGS008,2047,0.0
KENYA,PWRNGS008,2048,-0.0
KENYA,PWRNGS008,2049,0.0
KENYA,PWRNGS008,2050,0.0
KENYA,PWRNGS009,2037,0.0028
KENYA,PWRNGS010,2032,2.5936
KENYA,PWRNGS010,2033,4.5031
KENYA,PWRNGS010,2034,3.1736
KENYA,PWRNGS010,2038,0.8437
KENYA,PWRNGS010,2041,5.353
KENYA,PWRNGS010,2047,-0.0001
KENYA,PWRNGS010,2049,18.4065
KENYA,PWRNGS011,2034,0.0
KENYA,PWRNGS011,2035,38.0685
KENYA,PWRNGS011,2036,1.6803
KENYA,PWRNGS011,2049,-0.0001
KENYA,PWRNGS011,2050,2.9123
KENYA,PWRNGS012,2038,0.0001
KENYA,PWRNGS012,2039,-0.0
KENYA,PWRNGS012,2040,-0.0
KENYA,PWRNGS012,2042,0.0
KENYA,PWRNGS012,2043,-0.0
KENYA,PWRNGS012,2044,0.0001
KENYA,PWRNGS012,2045,-0.0001
KENYA,PWRNGS012,2046,0.0001
KENYA,PWRNGS012,2047,-0.0001
KENYA,PWRNGS012,2048,0.0
KENYA,PWRNGS012,2049,0.0
KENYA,PWRNGS012,2050,-0.0001
KENYA,PWRNGS013,2038,0.0
KENYA,PWRNGS013,2039,0.0001
KENYA,PWRNGS013,2040,-0.0001
KENYA,PWRNGS013,2041,0.0
KENYA,PWRNGS013,2042,0.0
KENYA,PWRNGS013,2043,0.0
KENYA,PWRNGS013,2044,0.0001
KENYA,PWRNGS013,2045,-0.0001
KENYA,PWRNGS013,2046,-0.0
KENYA,PWRNGS013,2047,0.0001
KENYA,PWRNGS013,2048,-0.0
KENYA,PWRNGS013,2049,-0.0
KENYA,PWRNGS013,2050,0.0001
KENYA,PWRNGS014,2038,0.0
KENYA,PWRNGS014,2039,-0.0
KENYA,PWRNGS014,2040,-0.0
KENYA,PWRNGS014,2041,0.0
KENYA,PWRNGS014,2043,0.0
KENYA,PWRNGS014,2044,0.0
KENYA,PWRNGS014,2045,0.0
KENYA,PWRNGS014,2046,-0.0
KENYA,PWRNGS014,2047,-0.0
KENYA,PWRNGS014,2048,-0.0
KENYA,PWRNGS014,2049,-0.0
KENYA,PWRNGS014,2050,-0.0
KENYA,PWRNGS015,2039,0.0
KENYA,PWRNGS015,2040,-0.0
KENYA,PWRNGS015,2041,0.0
KENYA,PWRNGS015,2042,0.0
KENYA,PWRNGS015,2043,0.0
KENYA,PWRNGS015,2044,0.0001
KENYA,PWRNGS015,2045,-0.0
KENYA,PWRNGS015,2046,-0.0
KENYA,PWRNGS015,2047,0.0001
KENYA,PWRNGS015,2048,-0.0001
KENYA,PWRNGS015,2049,0.0
KENYA,PWRNGS015,2050,-0.0
KENYA,PWRNGS016,2038,0.0
KENYA,PWRNGS016,2039,0.0
KENYA,PWRNGS016,2040,-0.0001
KENYA,PWRNGS016,2041,0.0
KENYA,PWRNGS016,2042,0.0
KENYA,PWRNGS016,2043,0.0
KENYA,PWRNGS016,2044,-0.0
KENYA,PWRNGS016,2045,-0.0
KENYA,PWRNGS016,2046,-0.0
KENYA,PWRNGS016,2047,-0.0
KENYA,PWRNGS016,2048,0.0001
KENYA,PWRNGS016,2049,-0.0001
KENYA,PWRNGS016,2050,0.0
KENYA,PWRNGS017,2038,0.0001
KENYA,PWRNGS017,2039,-0.0
KENYA,PWRNGS017,2040,-0.0
KENYA,PWRNGS017,2041,0.0
KENYA,PWRNGS017,2042,0.0
KENYA,PWRNGS017,2043,0.0001
KENYA,PWRNGS017,2044,0.0
KENYA,PWRNGS017,2045,-0.0
KENYA,PWRNGS017,2046,-0.0
KENYA,PWRNGS017,2047,0.0
KENYA,PWRNGS017,2048,-0.0
KENYA,PWRNGS017,2049,0.0
KENYA,PWRNGS017,2050,0.0001
KENYA,PWRNGS018,2034,0.0
KENYA,PWRNGS018,2035,-0.0
KENYA,PWRNGS018,2038,0.0
KENYA,PWRNGS018,2039,0.0
KENYA,PWRNGS018,2040,-0.0001
KENYA,PWRNGS018,2041,0.0
KENYA,PWRNGS018,2042,0.0
KENYA,PWRNGS018,2043,0.0001
KENYA,PWRNGS018,2044,0.0
KENYA,PWRNGS018,2045,-0.0001
KENYA,PWRNGS018,2046,0.0
KENYA,PWRNGS018,2047,0.0001
KENYA,PWRNGS018,2048,-0.0
KENYA,PWRNGS018,2049,-0.0001
KENYA,PWRNGS018,2050,0.0001
KENYA,PWRPHS001,2034,112.2625
KENYA,PWRPHS001,2035,35.5603
KENYA,PWRPHS001,2036,28.6918
KENYA,PWRPHS001,2038,14.4199
KENYA,PWRPHS001,2043,39.3162
KENYA,PWRPHS001,2044,5.0641
KENYA,PWRPHS001,2050,54.1259
KENYA,PWRPHS002,2034,63.5647
KENYA,PWRPHS002,2036,70.8147
KENYA,PWRPHS002,2038,7.3198
KENYA,PWRPHS002,2039,92.8795
KENYA,PWRPHS002,2040,41.4498
KENYA,PWRPHS002,2041,29.0065
KENYA,PWRPHS002,2044,8.3593
KENYA,PWRPHS002,2049,3.2739
KENYA,PWRSOL003,2038,11.5836
KENYA,PWRSOL004,2038,15.1359
KENYA,PWRSOL005,2038,15.76
KENYA,PWRSOL013,2041,4.8652
KENYA,PWRSOL014,2041,2.2217
KENYA,PWRSOL014,2042,20.0235
KENYA,PWRSOL014,2050,-0.0
KENYA,PWRTRN,2019,109.8955
KENYA,PWRTRN,2020,10.2136
KENYA,PWRTRN,2021,26.844
KENYA,PWRTRN,2022,20.8134
KENYA,PWRTRN,2023,18.5647
KENYA,PWRTRN,2024,22.9922
KENYA,PWRTRN,2025,25.827
KENYA,PWRTRN,2026,23.0051
KENYA,PWRTRN,2027,43.887
KENYA,PWRTRN,2028,48.4815
KENYA,PWRTRN,2029,55.2429
KENYA,PWRTRN,2030,54.4719
KENYA,PWRTRN,2031,52.4095
KENYA,PWRTRN,2032,61.0136
KENYA,PWRTRN,2033,59.6601
KENYA,PWRTRN,2034,65.5951
KENYA,PWRTRN,2035,68.3823
KENYA,PWRTRN,2036,70.5047
KENYA,PWRTRN,2037,85.0201
KENYA,PWRTRN,2038,88.9157
KENYA,PWRTRN,2039,94.3554
KENYA,PWRTRN,2040,100.3722
KENYA,PWRTRN,2041,106.0768
KENYA,PWRTRN,2042,110.0949
KENYA,PWRTRN,2043,117.7167
KENYA,PWRTRN,2044,124.2879
KENYA,PWRTRN,2045,131.6833
KENYA,PWRTRN,2046,139.2399
KENYA,PWRTRN,2047,146.9269
KENYA,PWRTRN,2048,155.6068
KENYA,PWRTRN,2049,164.4604
KENYA,PWRTRN,2050,173.443
KENYA,PWRURN002,2027,0.0
KENYA,PWRURN002,2028,-0.0
KENYA,PWRURN003,2027,-0.0
KENYA,PWRURN003,2028,0.0
KENYA,PWRWND018,2048,153.2263
KENYA,PWRWND026,2047,59.2602
KENYA,PWRWND027,2041,-0.0
KENYA,PWRWND027,2042,-0.0
KENYA,PWRWND027,2045,0.0
KENYA,PWRWND101,2032,48.0198
KENYA,PWRWND101,2033,91.0198
KENYA,PWRWND101,2034,17.1864
KENYA,PWRWND101,2035,212.9052
KENYA,PWRWND101,2037,68.0875
KENYA,PWRWND101,2038,511.902
KENYA,PWRWND101,2041,696.7019
KENYA,PWRWND101,2042,723.8196
KENYA,PWRWND101,2043,919.3951
KENYA,PWRWND101,2044,723.7471
KENYA,PWRWND101,2045,1349.7005
KENYA,PWRWND101,2046,911.7228
KENYA,PWRWND101,2047,1284.818
KENYA,PWRWND101,2048,861.4373
KENYA,PWRWND101,2049,752.5011
KENYA,PWRWND101,2050,1296.9218
