r,t,y,SalvageValue
KENYA,PWRGEO102,2034,91.6992
KENYA,PWRGEO102,2035,132.4828
KENYA,PWRGEO102,2036,141.865
KENYA,PWRGEO102,2037,188.1006
KENYA,PWRGEO102,2038,158.3918
KENYA,PWRGEO102,2039,248.4849
KENYA,PWRGEO102,2041,535.3606
KENYA,PWRGEO102,2042,368.1575
KENYA,PWRGEO102,2043,378.4884
KENYA,PWRGEO102,2044,436.472
KENYA,PWRGEO102,2045,495.858
KENYA,PWRGEO102,2046,556.443
KENYA,PWRGEO102,2047,618.0472
KENYA,PWRGEO102,2048,680.5122
KENYA,PWRGEO102,2049,796.8203
KENYA,PWRGEO102,2050,861.3172
KENYA,PWRHYD010,2046,654.1839
KENYA,PWRHYD010,2047,1029.0551
KENYA,PWRHYD010,2048,124.2006
KENYA,PWRHYD011,2045,303.4876
KENYA,PWRHYD011,2046,17.5922
KENYA,PWRHYD015,2033,104.8821
KENYA,PWRHYD015,2043,318.6508
KENYA,PWRHYD015,2044,56.188
KENYA,PWRHYD016,2023,16.8484
KENYA,PWRHYD016,2024,6.0346
KENYA,PWRHYD016,2025,0.7533
KENYA,PWRHYD016,2026,64.488
KENYA,PWRHYD016,2027,29.5052
KENYA,PWRHYD016,2028,8.5484
KENYA,PWRHYD016,2029,20.9174
KENYA,PWRHYD016,2030,105.7792
KENYA,PWRHYD016,2031,82.8507
KENYA,PWRHYD016,2032,54.6353
KENYA,PWRHYD016,2033,98.245
KENYA,PWRHYD016,2034,77.715
KENYA,PWRHYD016,2035,99.4636
KENYA,PWRHYD016,2036,88.6022
KENYA,PWRHYD016,2037,11.5583
KENYA,PWRHYD016,2038,12.6467
KENYA,PWRHYD016,2039,13.7432
KENYA,PWRHYD016,2040,15.5065
KENYA,PWRHYD016,2041,16.9529
KENYA,PWRHYD016,2042,18.7428
KENYA,PWRHYD016,2043,20.544
KENYA,PWRHYD016,2044,22.3549
KENYA,PWRHYD016,2045,24.8549
KENYA,PWRHYD016,2046,27.368
KENYA,PWRHYD016,2047,29.8923
KENYA,PWRHYD016,2048,32.7709
KENYA,PWRHYD016,2049,36.0062
KENYA,PWRHYD016,2050,39.5998
KENYA,PWRNGS002,2033,25.9112
KENYA,PWRNGS002,2043,132.7079
KENYA,PWRNGS002,2045,171.3762
KENYA,PWRNGS003,2044,214.1411
KENYA,PWRNGS003,2045,208.175
KENYA,PWRNGS004,2047,90.0386
KENYA,PWRNGS004,2048,18.5679
KENYA,PWRNGS004,2050,51.5629
KENYA,PWRNGS006,2035,3.9484
KENYA,PWRNGS006,2038,31.5224
KENYA,PWRNGS009,2032,2.2008
KENYA,PWRNGS009,2050,96.0284
KENYA,PWRNGS010,2032,9.009
KENYA,PWRNGS011,2035,22.8828
KENYA,PWRNGS011,2037,14.4336
KENYA,PWRNGS011,2039,12.5288
KENYA,PWRNGS011,2041,3.4878
KENYA,PWRPHS001,2034,144.0182
KENYA,PWRPHS001,2035,14.2926
KENYA,PWRPHS001,2036,53.6014
KENYA,PWRPHS001,2037,31.9881
KENYA,PWRPHS001,2039,19.982
KENYA,PWRPHS001,2041,46.8648
KENYA,PWRPHS002,2034,61.5224
KENYA,PWRPHS002,2035,218.4524
KENYA,PWRPHS002,2038,6.1878
KENYA,PWRPHS002,2041,22.4488
KENYA,PWRSOL003,2035,8.0685
KENYA,PWRSOL004,2034,8.4567
KENYA,PWRSOL005,2035,10.9776
KENYA,PWRSOL013,2035,2.8004
KENYA,PWRSOL014,2035,12.1446
KENYA,PWRTRN,2019,109.8955
KENYA,PWRTRN,2020,10.2136
KENYA,PWRTRN,2021,26.844
KENYA,PWRTRN,2022,20.8134
KENYA,PWRTRN,2023,18.5647
KENYA,PWRTRN,2024,22.9922
KENYA,PWRTRN,2025,25.827
KENYA,PWRTRN,2026,23.0051
KENYA,PWRTRN,2027,43.887
KENYA,PWRTRN,2028,48.4815
KENYA,PWRTRN,2029,55.2429
KENYA,PWRTRN,2030,54.4719
KENYA,PWRTRN,2031,52.4095
KENYA,PWRTRN,2032,61.0136
KENYA,PWRTRN,2033,59.6601
KENYA,PWRTRN,2034,65.5951
KENYA,PWRTRN,2035,68.3823
KENYA,PWRTRN,2036,70.5047
KENYA,PWRTRN,2037,85.0201
KENYA,PWRTRN,2038,88.9157
KENYA,PWRTRN,2039,94.3554
KENYA,PWRTRN,2040,100.3722
KENYA,PWRTRN,2041,106.0768
KENYA,PWRTRN,2042,110.0949
KENYA,PWRTRN,2043,117.7167
KENYA,PWRTRN,2044,124.2879
KENYA,PWRTRN,2045,131.6833
KENYA,PWRTRN,2046,139.2399
KENYA,PWRTRN,2047,146.9269
KENYA,PWRTRN,2048,155.6068
KENYA,PWRTRN,2049,164.4604
KENYA,PWRTRN,2050,173.443
KENYA,PWRURN001,2036,301.061
KENYA,PWRURN001,2037,191.1195
KENYA,PWRURN001,2038,945.114
KENYA,PWRURN002,2039,173.0257
KENYA,PWRURN002,2041,1221.6874
KENYA,PWRURN002,2043,49.6009
KENYA,PWRURN003,2042,1218.3796
KENYA,PWRURN003,2043,228.2144
KENYA,PWRWND012,2032,7.2794
KENYA,PWRWND012,2033,2.1481
KENYA,PWRWND018,2048,153.2263
KENYA,PWRWND027,2043,64.5093
