r,t,y,SalvageValue
KENYA,PWRGEO018,2039,168.7876
KENYA,PWRGEO019,2037,237.4509
KENYA,PWRGEO020,2040,272.0038
KENYA,PWRGEO021,2040,271.9247
KENYA,PWRGEO024,2031,135.47
KENYA,PWRGEO025,2040,271.9247
KENYA,PWRGEO026,2040,271.9247
KENYA,PWRGEO028,2028,21.4106
KENYA,PWRGEO029,2038,249.9346
KENYA,PWRGEO030,2039,261.3981
KENYA,PWRGEO031,2040,271.9247
KENYA,PWRGEO034,2040,99.4909
KENYA,PWRGEO035,2031,49.5509
KENYA,PWRGEO042,2039,91.2119
KENYA,PWRGEO049,2050,44.7513
KENYA,PWRGEO050,2050,44.7513
KENYA,PWRGEO051,2050,44.7513
KENYA,PWRGEO101,2027,5.4919
KENYA,PWRGEO101,2028,11.4516
KENYA,PWRGEO101,2029,17.9197
KENYA,PWRGEO101,2030,24.9405
KENYA,PWRGEO101,2031,32.562
KENYA,PWRGEO101,2032,40.8366
KENYA,PWRGEO101,2033,49.8211
KENYA,PWRGEO101,2034,59.5773
KENYA,PWRGEO101,2035,70.1723
KENYA,PWRGEO101,2036,81.6791
KENYA,PWRGEO101,2037,94.1771
KENYA,PWRGEO101,2038,107.7525
KENYA,PWRGEO101,2039,122.4991
KENYA,PWRGEO101,2040,138.5188
KENYA,PWRGEO101,2041,155.9223
KENYA,PWRGEO101,2042,174.8302
KENYA,PWRGEO101,2043,195.3732
KENYA,PWRGEO101,2044,217.6936
KENYA,PWRGEO101,2045,241.9461
KENYA,PWRGEO101,2046,268.2989
KENYA,PWRGEO101,2047,296.9346
KENYA,PWRGEO101,2048,328.0519
KENYA,PWRGEO101,2049,361.8667
KENYA,PWRGEO101,2050,398.6137
KENYA,PWRGEO102,2027,30.6532
KENYA,PWRGEO102,2028,19.3837
KENYA,PWRGEO102,2029,27.9044
KENYA,PWRGEO102,2030,35.7286
KENYA,PWRGEO102,2031,96.5552
KENYA,PWRGEO102,2032,81.6933
KENYA,PWRGEO102,2033,91.6897
KENYA,PWRGEO102,2034,100.8691
KENYA,PWRGEO102,2035,145.7311
KENYA,PWRGEO102,2036,156.0515
KENYA,PWRGEO102,2037,206.9107
KENYA,PWRGEO102,2038,174.231
KENYA,PWRGEO102,2039,273.3334
KENYA,PWRGEO102,2040,284.3406
KENYA,PWRGEO102,2041,294.4483
KENYA,PWRGEO102,2042,404.9732
KENYA,PWRGEO102,2043,416.3373
KENYA,PWRGEO102,2044,480.1192
KENYA,PWRGEO102,2045,545.4438
KENYA,PWRGEO102,2046,612.0873
KENYA,PWRGEO102,2047,679.8519
KENYA,PWRGEO102,2048,748.5635
KENYA,PWRGEO102,2049,876.5023
KENYA,PWRGEO102,2050,947.449
KENYA,PWRHYD010,2037,39.6556
KENYA,PWRHYD010,2038,248.2334
KENYA,PWRHYD010,2043,193.0885
KENYA,PWRHYD010,2044,244.9366
KENYA,PWRHYD010,2045,317.9743
KENYA,PWRHYD010,2046,151.2409
KENYA,PWRHYD011,2035,103.2653
KENYA,PWRHYD011,2037,197.0269
KENYA,PWRHYD015,2033,404.3261
KENYA,PWRHYD016,2023,16.8484
KENYA,PWRHYD016,2024,6.0346
KENYA,PWRHYD016,2025,0.7533
KENYA,PWRHYD016,2026,64.488
KENYA,PWRHYD016,2027,29.5052
KENYA,PWRHYD016,2028,8.5484
KENYA,PWRHYD016,2029,20.9174
KENYA,PWRHYD016,2030,105.7792
KENYA,PWRHYD016,2031,82.8507
KENYA,PWRHYD016,2032,54.6353
KENYA,PWRHYD016,2033,98.245
KENYA,PWRHYD016,2034,77.715
KENYA,PWRHYD016,2035,99.4636
KENYA,PWRHYD016,2036,88.6022
KENYA,PWRHYD016,2037,11.5583
KENYA,PWRHYD016,2038,12.6467
KENYA,PWRHYD016,2039,13.7432
KENYA,PWRHYD016,2040,15.5065
KENYA,PWRHYD016,2041,16.9529
KENYA,PWRHYD016,2042,18.7428
KENYA,PWRHYD016,2043,20.544
KENYA,PWRHYD016,2044,22.3549
KENYA,PWRHYD016,2045,24.8549
KENYA,PWRHYD016,2046,27.368
KENYA,PWRHYD016,2047,29.8923
KENYA,PWRHYD016,2048,32.7709
KENYA,PWRHYD016,2049,36.0062
KENYA,PWRHYD016,2050,39.5998
KENYA,PWRHYD101,2019,141.4004
KENYA,PWRHYD101,2020,41.5159
KENYA,PWRHYD101,2021,48.6126
KENYA,PWRHYD101,2022,56.3861
KENYA,PWRHYD101,2023,64.8998
KENYA,PWRHYD101,2024,74.223
KENYA,PWRHYD101,2025,84.4313
KENYA,PWRHYD101,2026,95.6076
KENYA,PWRHYD101,2027,107.8424
KENYA,PWRHYD101,2028,121.2348
KENYA,PWRHYD101,2029,135.8931
KENYA,PWRHYD101,2030,151.9356
KENYA,PWRHYD101,2031,169.492
KENYA,PWRHYD101,2032,188.7036
KENYA,PWRHYD101,2033,209.7255
KENYA,PWRHYD101,2034,232.7269
KENYA,PWRHYD101,2035,257.8929
KENYA,PWRHYD101,2036,285.426
KENYA,PWRHYD101,2037,315.5476
KENYA,PWRHYD101,2038,348.4998
KENYA,PWRHYD101,2039,384.5472
KENYA,PWRHYD101,2040,423.9794
KENYA,PWRHYD101,2041,467.1129
KENYA,PWRHYD101,2042,514.2937
KENYA,PWRHYD101,2043,565.9005
KENYA,PWRHYD101,2044,622.347
KENYA,PWRHYD101,2045,684.086
KENYA,PWRHYD101,2046,751.6121
KENYA,PWRHYD101,2047,825.4667
KENYA,PWRHYD101,2048,906.2414
KENYA,PWRNGS002,2032,33.2908
KENYA,PWRNGS003,2041,354.7618
KENYA,PWRNGS004,2047,144.3812
KENYA,PWRNGS004,2048,11.8978
KENYA,PWRNGS005,2032,0.8253
KENYA,PWRNGS005,2034,16.6338
KENYA,PWRNGS006,2034,18.9128
KENYA,PWRNGS009,2050,29.9563
KENYA,PWRNGS010,2035,42.3437
KENYA,PWRNGS011,2034,33.0974
KENYA,PWRNGS018,2033,9.6368
KENYA,PWRNGS018,2034,10.997
KENYA,PWRNGS018,2035,67.0062
KENYA,PWRNGS018,2036,1.9936
KENYA,PWRNGS018,2037,57.3479
KENYA,PWRNGS018,2038,42.0889
KENYA,PWRNGS018,2039,23.3155
KENYA,PWRNGS018,2040,101.7373
KENYA,PWRNGS018,2041,85.5754
KENYA,PWRNGS018,2042,105.9437
KENYA,PWRNGS018,2043,130.2333
KENYA,PWRNGS018,2044,159.0129
KENYA,PWRNGS018,2045,193.1562
KENYA,PWRNGS018,2046,233.5107
KENYA,PWRNGS018,2047,281.3416
KENYA,PWRNGS018,2048,337.6562
KENYA,PWRNGS018,2049,360.6909
KENYA,PWRNGS018,2050,526.8604
KENYA,PWRPHS001,2037,87.7241
KENYA,PWRPHS001,2038,112.9617
KENYA,PWRPHS001,2041,119.98
KENYA,PWRPHS002,2038,316.894
KENYA,PWRPHS002,2040,1.5059
KENYA,PWRSOL003,2032,2.4722
KENYA,PWRSOL004,2032,3.2303
KENYA,PWRSOL005,2032,3.3635
KENYA,PWRSOL013,2032,0.858
KENYA,PWRSOL014,2032,3.721
KENYA,PWRSOL101,2032,5.8803
KENYA,PWRSOL101,2033,14.4535
KENYA,PWRSOL101,2034,26.6608
KENYA,PWRSOL101,2035,43.7401
KENYA,PWRSOL101,2036,67.3172
KENYA,PWRSOL101,2037,99.5175
KENYA,PWRSOL101,2038,143.1188
KENYA,PWRSOL101,2039,201.7436
KENYA,PWRSOL101,2040,280.1053
KENYA,PWRSOL101,2041,394.7236
KENYA,PWRSOL101,2042,551.0028
KENYA,PWRSOL101,2043,763.242
KENYA,PWRSOL101,2044,1050.4954
KENYA,PWRSOL101,2045,1438.1238
KENYA,PWRSOL101,2046,1959.8475
KENYA,PWRSOL101,2047,1758.4893
KENYA,PWRSOL101,2048,881.4883
KENYA,PWRSOL101,2049,853.7742
KENYA,PWRSOL101,2050,1171.2445
KENYA,PWRTRN,2019,109.8955
KENYA,PWRTRN,2020,10.2136
KENYA,PWRTRN,2021,26.844
KENYA,PWRTRN,2022,20.8134
KENYA,PWRTRN,2023,18.5647
KENYA,PWRTRN,2024,22.9922
KENYA,PWRTRN,2025,25.827
KENYA,PWRTRN,2026,65.0641
KENYA,PWRTRN,2027,74.6844
KENYA,PWRTRN,2028,83.7234
KENYA,PWRTRN,2029,91.4441
KENYA,PWRTRN,2030,95.2018
KENYA,PWRTRN,2031,106.6026
KENYA,PWRTRN,2032,119.4572
KENYA,PWRTRN,2033,128.681
KENYA,PWRTRN,2034,142.7523
KENYA,PWRTRN,2035,155.7592
KENYA,PWRTRN,2036,171.6149
KENYA,PWRTRN,2037,193.2059
KENYA,PWRTRN,2038,211.4005
KENYA,PWRTRN,2039,230.9434
KENYA,PWRTRN,2040,252.7989
KENYA,PWRTRN,2041,276.3499
KENYA,PWRTRN,2042,275.04
KENYA,PWRTRN,2043,293.0019
KENYA,PWRTRN,2044,316.8472
KENYA,PWRTRN,2045,343.4714
KENYA,PWRTRN,2046,371.7963
KENYA,PWRTRN,2047,401.8309
KENYA,PWRTRN,2048,435.4075
KENYA,PWRTRN,2049,471.1032
KENYA,PWRTRN,2050,508.9353
KENYA,PWRURN001,2036,1433.6965
KENYA,PWRURN002,2039,1440.828
KENYA,PWRURN003,2042,1446.35
KENYA,PWRWND012,2050,80.2968
KENYA,PWRWND018,2048,153.2263
KENYA,PWRWND027,2033,16.1623
KENYA,PWRWND101,2032,6.6991
KENYA,PWRWND101,2033,15.7153
KENYA,PWRWND101,2034,27.6665
KENYA,PWRWND101,2035,43.3206
KENYA,PWRWND101,2036,63.6305
KENYA,PWRWND101,2037,89.7781
KENYA,PWRWND101,2038,123.2249
KENYA,PWRWND101,2039,165.7803
KENYA,PWRWND101,2040,219.6759
KENYA,PWRWND101,2041,288.6309
KENYA,PWRWND101,2042,375.6576
KENYA,PWRWND101,2043,485.1649
KENYA,PWRWND101,2044,622.6012
KENYA,PWRWND101,2045,794.6954
KENYA,PWRWND101,2046,1009.7536
KENYA,PWRWND101,2047,1274.0703
KENYA,PWRWND101,2048,1602.1666
KENYA,PWRWND101,2049,2008.8616
KENYA,PWRWND101,2050,2512.3515
